JobCode,Job_Function,Band,Level,Band_Level,SalaryOrgCount,SalaryIncCount,Salary25th,SalaryAvg,Salary50th,Salary75th,Salary_PerfIncentiveOrgCount,Salary_PerfIncentiveIncCount,Salary_PerfIncentive25th,Salary_PerfIncentiveAvg,Salary_PerfIncentive50th,Salary_PerfIncentive75th,PerfIncentive_PctofSalary_OrgCount,PerfIncentive_PctofSalary_IncumbentCount,PerfIncentive_PctOfSalary25th,PerfIncentive_PctOfSalaryAvg,PerfIncentive_PctOfSalary50th,PerfIncentive_PctOfSalary75th,,,,
ADI-P1,ADI,P,1,P1,47,446,45298.13,56400.81,55774.76,61101.71,28,247,47062.95,59063.41,57309.23,64367.18,28,247,3.93020%,4.57580%,4.62570%,5.21550%,,,,
ADI-P2,ADI,P,2,P2,47,672,64582.33,66219.22,66113.27,83103.18,29,396,68531.21,71409.85,71138.49,90770.49,29,396,5.55610%,6.48320%,6.47740%,8.14350%,,,,
ADI-P3,ADI,P,3,P3,51,630,67366.01,85717.06,85931.35,83400.49,39,464,70819.34,91652.02,91422.89,89734.62,39,464,5.49670%,6.73530%,6.77440%,8.24540%,,,,
ADI-P4,ADI,P,4,P4,53,806,94818.39,107630.37,103906.36,120299.68,44,534,103068.00,118502.25,114627.23,136693.86,44,534,8.43310%,10.55720%,10.61530%,14.81280%,,,,
ADI-P5,ADI,P,5,P5,41,449,118908.84,130522.77,129831.00,154952.72,35,299,127583.81,147659.63,149121.46,181188.04,35,299,11.47560%,13.59027%,13.81182%,16.02298%,,,,
ADI-T1,ADI,T,1,T1,37,394,38952.77,48611.14,47984.05,48690.15,27,234,40269.05,50514.07,50347.37,50510.30,25,234,3.35168%,3.75033%,3.59324%,4.10616%,,,,
ADI-T2,ADI,T,2,T2,46,524,50821.44,53963.06,54928.99,59520.39,28,355,53053.98,57005.02,55061.15,63619.17,27,365,4.80047%,5.52823%,5.70594%,7.00830%,,,,
ADI-T3,ADI,T,3,T3,46,548,46583.06,63293.74,62148.12,70908.97,35,422,49062.53,67542.67,68184.33,76502.46,32,369,4.10549%,5.63475%,5.36533%,6.53201%,,,,
ADI-T4,ADI,T,4,T4,42,786,71870.87,88803.61,90100.14,84932.72,40,414,76459.16,96273.37,92961.57,95229.24,41,495,5.91002%,7.94732%,8.30304%,11.02210%,,,,
ADI-T5,ADI,T,5,T5,39,375,91311.57,102609.44,101552.56,124475.28,34,279,99078.78,114031.84,114214.29,140746.17,28,238,8.67894%,10.61734%,10.98852%,11.78913%,,,,
ADJ-A1,ADJ,A,1,A1,51,724,30212.67,38700.18,38270.61,39736.79,10,166,31139.37,40208.82,39714.25,41738.47,11,161,3.35955%,4.16571%,4.09659%,5.05454%,,,,
ADJ-A2,ADJ,A,2,A2,46,497,38333.20,42332.37,43140.92,48523.17,15,116,39675.18,44453.17,43528.54,51815.10,13,102,3.87217%,4.86678%,5.19230%,6.49024%,,,,
ADJ-A3,ADJ,A,3,A3,51,515,44362.43,50359.15,50641.16,58229.81,15,162,46481.54,52952.91,53254.74,61811.25,13,133,4.60371%,5.42790%,5.73841%,6.44102%,,,,
ADJ-A4,ADJ,A,4,A4,49,517,50924.77,66963.89,64954.97,64409.07,15,148,53244.17,70537.98,71130.49,68191.47,14,146,4.89687%,5.62417%,5.86565%,6.18415%,,,,
ADJ-A5,ADJ,A,5,A5,38,426,55861.45,77170.38,77679.70,75145.15,12,117,58399.85,81586.82,83251.20,80520.97,11,120,5.01390%,5.96454%,6.14644%,7.10701%,,,,
ADJ-L1,ADJ,L,1,L1,41,419,82483.99,92054.93,90130.98,105361.74,33,260,87869.18,99753.58,101778.58,115333.02,33,260,6.58942%,8.11606%,8.08279%,9.61268%,,,,
ADJ-L2,ADJ,L,2,L2,47,492,102644.09,107366.99,103759.46,138366.92,42,426,111289.09,117649.84,115414.49,155865.56,42,426,7.72792%,9.64183%,9.79030%,13.11575%,,,,
ADJ-L3,ADJ,L,3,L3,54,627,115880.54,141528.86,143949.01,154451.97,50,566,131433.33,162399.41,161181.41,176665.19,50,566,12.32314%,14.07232%,13.81420%,15.12392%,,,,
ADJ-L4,ADJ,L,4,L4,50,498,147858.14,179822.44,178635.61,209832.94,46,358,170432.85,213658.35,209235.63,255655.38,46,358,15.45795%,19.96000%,19.97000%,24.09000%,,,,
ADJ-L5,ADJ,L,5,L5,24,56,189471.39,239035.78,232294.97,260181.02,23,49,225754.56,296264.39,295819.99,343115.22,23,49,20.83752%,24.45000%,24.67000%,32.75000%,,,,
ADJ-O1,ADJ,O,1,O1,48,684,23625.46,30106.92,29489.72,32596.20,10,141,24498.22,31215.39,31156.08,33935.65,10,141,2.70130%,3.45880%,3.48400%,4.08900%,,,,
ADJ-O2,ADJ,O,2,O2,49,454,29244.24,32353.19,31922.90,36907.35,13,99,29972.65,33849.40,33829.09,38301.99,13,99,3.19370%,4.11720%,4.10280%,5.65460%,,,,
ADJ-O3,ADJ,O,3,O3,51,539,33848.61,37166.35,36140.56,42192.18,14,141,34960.90,39082.31,38585.97,44334.44,14,141,3.73990%,4.61540%,4.63800%,5.36720%,,,,
ADJ-O4,ADJ,O,4,O4,43,525,37862.39,46654.70,46384.10,46695.08,13,151,40101.86,48561.32,49571.40,48740.54,13,151,3.98090%,4.67240%,4.67610%,5.13220%,,,,
ADJ-O5,ADJ,O,5,O5,27,385,43939.2477,54360.5747,54099.64,54532.1269,9,117,51046.88,63068.45,63446.86,63580.70,9,102,4.40327%,5.30785%,5.30317%,5.89639%,,,,
ADJ-P1,ADJ,P,1,P1,49,418,46494.75,61322.94,59648.83,65309.49,29,216,48310.79,64415.05,64112.30,69121.27,29,216,4.24970%,4.96000%,5.00710%,5.76900%,,,,
ADJ-P2,ADJ,P,2,P2,49,715,65055.73,72281.84,70684.41,91210.59,30,425,69335.19,77643.77,79227.70,101109.37,30,425,5.73770%,6.78460%,6.91150%,9.68570%,,,,
ADJ-P3,ADJ,P,3,P3,53,729,71714.99,89308.31,88147.30,94397.60,40,465,75958.24,95821.18,95840.34,103097.37,40,465,6.07290%,7.25990%,7.23960%,9.84520%,,,,
ADJ-P4,ADJ,P,4,P4,55,753,95060.97,117304.49,116459.90,124712.33,46,602,104449.08,129738.20,132008.62,141320.43,46,602,9.62280%,11.29170%,11.51640%,12.97080%,,,,
ADJ-P5,ADJ,P,5,P5,43,405,118301.41,147394.54,150268.73,156316.32,36,334,133274.07,171164.78,172636.80,197841.98,36,334,12.27945%,15.12062%,15.12216%,18.32321%,,,,
ADJ-T1,ADJ,T,1,T1,42,412,41170.73,54421.61,54622.97,55248.14,23,209,42565.54,56699.05,55604.76,57725.83,27,212,3.71721%,4.11730%,4.33465%,4.81135%,,,,
ADJ-T2,ADJ,T,2,T2,47,613,50211.05,59288.61,58233.27,75009.11,26,393,52493.21,61980.88,60518.14,80719.48,26,343,4.53336%,4.99007%,5.48704%,7.80571%,,,,
ADJ-T3,ADJ,T,3,T3,49,601,59916.85,70123.38,69436.17,72621.73,34,408,63458.58,74712.87,75564.59,78430.55,38,384,4.83949%,6.12155%,5.33559%,7.67926%,,,,
ADJ-T4,ADJ,T,4,T4,54,648,74156.83,87196.77,85208.68,103592.92,38,574,79668.94,94397.43,93189.14,113534.95,37,555,7.14935%,8.32845%,9.41379%,9.05577%,,,,
ADJ-T5,ADJ,T,5,T5,39,364,104249.82,107855.61,106313.27,116896.43,29,259,114496.42,120798.00,116835.82,134249.35,31,322,9.73922%,11.02123%,13.05005%,15.30130%,,,,
ADK-A1,ADK,A,1,A1,20,239,31262.36,37326.54,36800.24,40106.39,,,,,,,,,,,,,,,,
ADK-A2,ADK,A,2,A2,20,181,38435.45,43600.53,42270.72,47156.36,5,39,39859.31,45490.65,46127.52,49890.68,5,35,3.87788%,4.78170%,5.12222%,6.32186%,,,,
ADK-A3,ADK,A,3,A3,22,230,41858.10,51068.62,50818.39,57072.86,6,55,43653.85,53972.44,54172.14,60593.96,5,64,4.72946%,5.48958%,5.68075%,6.41852%,,,,
ADK-A4,ADK,A,4,A4,17,179,53010.28,60856.19,60886.62,62957.00,5,39,55420.15,64505.80,62460.97,67742.81,5,39,4.87929%,5.80271%,5.44556%,7.40691%,,,,
ADK-A5,ADK,A,5,A5,14,148,63610.41,64284.74,63314.04,66593.92,,,,,,,,,,,,,,,,
ADK-L1,ADK,L,1,L1,16,191,77709.67,94228.00,92465.93,98354.65,12,148,82460.86,102340.76,99516.15,110270.56,12,148,6.45501%,8.30229%,8.38527%,11.35508%,,,,
ADK-L2,ADK,L,2,L2,18,204,105074.21,109510.61,109806.29,129075.87,16,142,114126.97,120980.56,122008.89,143298.07,16,142,8.57790%,9.85626%,9.99823%,11.29132%,,,,
ADK-L3,ADK,L,3,L3,20,210,114522.35,142183.02,144287.33,143311.86,19,167,127544.93,161304.02,163981.67,168649.69,19,167,11.63531%,13.52740%,14.13924%,16.80648%,,,,
ADK-L4,ADK,L,4,L4,19,193,152468.11,162870.59,164140.98,189773.36,17,148,176980.16,193300.25,187114.64,231349.44,17,148,16.75893%,20.35000%,20.60000%,23.70000%,,,,
ADK-L5,ADK,L,5,L5,9,19,177608.44,202051.37,203445.52,227207.96,9,16,210977.24,252462.27,257031.84,295299.97,9,16,20.32876%,23.96000%,24.77000%,30.59000%,,,,
ADK-O1,ADK,O,1,O1,18,248,23752.93,31372.27,30895.41,31944.27,,,,,,,,,,,,,,,,
ADK-O2,ADK,O,2,O2,19,171,29457.70,32616.05,32446.45,37282.39,5,37,30576.31,34661.39,33725.54,39473.90,5,37,3.39590%,4.15150%,4.11410%,5.33220%,,,,
ADK-O3,ADK,O,3,O3,19,201,31696.77,40626.59,41020.67,44341.97,5,57,32843.93,42657.22,43045.40,46603.87,5,57,3.83720%,4.51810%,4.58410%,5.31510%,,,,
ADK-O4,ADK,O,4,O4,16,169,38828.29,43461.57,43231.22,47741.48,5,41,40340.65,46044.09,46301.94,50817.71,5,41,3.85660%,4.70720%,4.73210%,6.44270%,,,,
ADK-O5,ADK,O,5,O5,11,144,45863.2467,50373.7893,49326.01,54134.9026,,,,,,,,,,,,,,,,
ADK-P1,ADK,P,1,P1,19,173,47177.99,58006.93,58447.79,66718.48,11,85,49226.92,60715.02,59676.79,71134.98,11,85,4.23580%,5.10280%,5.13490%,6.37850%,,,,
ADK-P2,ADK,P,2,P2,18,256,68688.54,74263.73,71768.47,91379.32,11,158,73207.78,79995.46,80003.46,100389.05,11,158,6.00950%,6.99760%,7.03960%,9.56850%,,,,
ADK-P3,ADK,P,3,P3,20,288,69424.59,92899.16,91672.89,94620.17,15,225,73552.98,99309.64,100948.25,103869.66,15,225,6.32750%,7.35580%,7.46030%,10.10690%,,,,
ADK-P4,ADK,P,4,P4,21,256,101013.78,123080.40,123425.03,131435.96,17,219,110820.16,136837.25,135386.78,148797.85,17,219,10.01130%,11.48610%,11.56080%,13.54670%,,,,
ADK-P5,ADK,P,5,P5,16,148,144010.25,141010.35,137033.86,187843.42,14,106,159237.52,166263.67,164833.81,225836.04,14,106,11.99479%,15.09157%,15.17305%,19.89974%,,,,
ADK-T1,ADK,T,1,T1,18,134,42117.64,52271.51,50583.14,56502.24,9,79,43613.67,54318.39,54910.46,59019.51,10,68,3.68811%,4.00723%,3.91742%,4.92612%,,,,
ADK-T2,ADK,T,2,T2,17,198,52010.36,55584.51,54973.08,71616.61,10,132,54593.83,58785.82,56840.01,77052.45,10,134,5.12190%,5.50081%,5.68307%,7.49501%,,,,
ADK-T3,ADK,T,3,T3,17,231,60684.41,80543.11,80470.62,80352.10,14,210,64022.61,85815.48,86081.51,87457.91,14,218,4.87660%,5.99718%,5.60791%,8.58480%,,,,
ADK-T4,ADK,T,4,T4,19,196,80242.02,86488.85,83626.07,92496.94,15,198,86412.55,94927.84,91833.20,103118.10,14,202,7.79465%,9.17845%,9.24142%,11.00300%,,,,
ADK-T5,ADK,T,5,T5,15,142,105068.23,113721.79,110981.10,131740.08,14,103,114243.62,127071.95,128291.84,154645.67,11,82,8.87365%,12.00222%,12.03721%,17.01074%,,,,
ADL-A1,ADL,A,1,A1,39,624,31230.80,44444.57,44706.79,46833.49,10,126,32392.56,46566.25,45173.92,49551.99,9,138,3.65774%,4.85979%,4.70297%,6.12171%,,,,
ADL-A2,ADL,A,2,A2,46,314,40813.36,51450.11,52237.29,53846.33,10,88,42623.10,54380.96,54745.31,57349.85,13,89,4.70769%,5.53435%,5.84039%,6.61231%,,,,
ADL-A3,ADL,A,3,A3,41,527,45047.74,54672.88,54864.24,59229.57,13,141,47560.56,57640.92,57975.24,62696.42,12,114,5.39523%,5.87715%,5.95249%,6.48631%,,,,
ADL-A4,ADL,A,4,A4,40,568,57358.54,65417.82,65777.61,74343.21,13,147,60056.21,69207.66,68038.05,79701.15,11,146,4.76706%,6.16176%,6.25061%,6.91455%,,,,
ADL-A5,ADL,A,5,A5,36,463,61745.92,68040.10,66692.91,88133.14,11,117,64726.33,72477.58,73137.13,94918.68,10,120,4.89544%,6.77948%,6.85016%,7.41661%,,,,
ADL-L1,ADL,L,1,L1,34,467,86079.07,101400.85,103023.26,106833.65,27,293,92439.89,111345.37,111345.37,119169.16,27,293,7.54418%,9.30121%,9.38869%,10.98568%,,,,
ADL-L2,ADL,L,2,L2,39,533,107299.63,123281.55,123737.70,144961.09,35,385,116438.35,136354.68,138699.98,161582.04,35,385,8.79769%,10.62651%,10.73703%,11.52123%,,,,
ADL-L3,ADL,L,3,L3,45,545,128311.10,161486.96,163828.52,171753.62,41,421,144010.05,185338.81,183077.67,201214.23,41,421,11.90991%,15.47764%,15.35336%,15.91740%,,,,
ADL-L4,ADL,L,4,L4,42,421,162099.97,191399.54,190844.48,204261.34,38,373,190961.08,232580.26,232301.16,269311.71,38,373,17.74242%,20.70000%,20.99000%,30.74000%,,,,
ADL-L5,ADL,L,5,L5,20,43,212791.12,233566.80,228918.83,261358.17,19,39,262541.41,293886.46,298147.81,366780.41,19,39,24.16525%,27.68000%,26.37000%,38.77000%,,,,
ADL-O1,ADL,O,1,O1,40,625,25644.73,33133.62,32142.93,34868.36,9,132,26177.68,34662.97,34323.27,36590.35,9,132,3.13420%,3.88280%,3.96160%,5.11990%,,,,
ADL-O2,ADL,O,2,O2,41,313,32109.36,37514.09,38144.32,39649.71,11,78,33770.77,38613.05,38643.94,42076.15,11,78,4.02480%,4.64170%,4.66310%,5.67400%,,,,
ADL-O3,ADL,O,3,O3,43,561,34467.32,42456.54,42915.07,45851.64,12,120,35529.61,43857.52,44528.54,49346.90,12,120,4.28550%,5.08840%,5.12960%,5.71270%,,,,
ADL-O4,ADL,O,4,O4,36,498,42454.48,48487.50,46868.02,55524.23,11,134,43753.13,51351.19,49944.16,58274.89,11,134,3.94850%,5.08560%,5.08200%,5.65570%,,,,
ADL-O5,ADL,O,5,O5,23,400,47019.1446,55150.3433,53479.29,65451.0282,9,90,55046.79,64787.80,64023.31,77266.87,8,110,4.45430%,5.62467%,6.05419%,6.48992%,,,,
ADL-P1,ADL,P,1,P1,41,423,53925.85,66313.95,66764.88,76113.21,24,217,56338.64,69937.89,71406.58,81720.58,24,217,4.54840%,5.60150%,5.69060%,7.79840%,,,,
ADL-P2,ADL,P,2,P2,41,477,70545.46,84087.41,84734.88,99914.52,25,229,75590.62,91441.06,92355.47,108865.75,25,229,6.47680%,7.52160%,7.66230%,8.44220%,,,,
ADL-P3,ADL,P,3,P3,44,626,88672.36,102527.86,103522.38,107983.38,34,451,94850.28,110718.54,112191.09,118129.48,34,451,6.74260%,7.92690%,8.04740%,8.92730%,,,,
ADL-P4,ADL,P,4,P4,46,557,106920.86,123402.62,120169.47,138815.42,38,373,117693.16,138333.42,134349.42,164463.88,38,373,10.88250%,12.93070%,13.15050%,17.77970%,,,,
ADL-P5,ADL,P,5,P5,36,464,159878.58,173646.43,169374.73,174582.17,30,322,184072.20,198372.35,199522.90,216508.33,30,322,13.16853%,16.36651%,16.27483%,21.04731%,,,,
ADL-T1,ADL,T,1,T1,32,408,44870.12,51614.70,50375.95,66783.00,18,183,46601.93,53879.59,54208.26,71241.87,21,183,3.97121%,4.74951%,4.37607%,6.68869%,,,,
ADL-T2,ADL,T,2,T2,33,463,54113.32,60510.36,58561.93,74367.37,25,221,57027.32,64141.26,63833.38,79352.24,24,192,5.25981%,5.78637%,6.45012%,6.87280%,,,,
ADL-T3,ADL,T,3,T3,35,505,66054.45,74995.01,75737.46,83522.38,29,396,70212.31,80825.56,81544.90,90398.51,29,426,5.17764%,6.68396%,6.50954%,7.46858%,,,,
ADL-T4,ADL,T,4,T4,45,474,79195.32,96336.05,93060.62,107200.76,29,296,86898.59,106160.48,105321.82,122251.32,36,337,8.95116%,10.60898%,10.08221%,14.27986%,,,,
ADL-T5,ADL,T,5,T5,28,404,109929.36,112325.13,114391.91,145999.82,23,283,122470.04,127660.18,124838.89,170581.93,24,251,10.49095%,12.53546%,13.88011%,15.20260%,,,,
ADM-A1,ADM,A,1,A1,16,243,29732.56,36340.96,36486.33,40722.10,,,,,,,,,,,,,,,,
ADM-A2,ADM,A,2,A2,18,181,37228.84,44513.01,45412.17,44539.31,,,,,,,,,,,,,,,,
ADM-A3,ADM,A,3,A3,17,172,39631.01,44931.65,43705.01,49649.99,6,40,41335.08,47257.13,46656.96,52964.18,6,41,4.12612%,5.08608%,4.76184%,6.51802%,,,,
ADM-A4,ADM,A,4,A4,15,192,47496.33,54813.68,53777.70,64899.80,,,,,,,,,,,,,,,,
ADM-A5,ADM,A,5,A5,13,153,53915.27,61458.63,62343.63,74371.75,,,,,,,,,,,,,,,,
ADM-L1,ADM,L,1,L1,14,191,73543.09,86451.21,88015.98,90773.18,11,117,78200.46,93218.73,90655.22,100004.50,11,117,6.39707%,7.70087%,7.79255%,10.68961%,,,,
ADM-L2,ADM,L,2,L2,16,185,92827.97,99594.47,99295.69,118217.81,14,148,99520.87,109400.63,109127.13,130792.86,14,148,7.23042%,9.01097%,9.07139%,10.01295%,,,,
ADM-L3,ADM,L,3,L3,18,213,106140.68,126365.59,124950.29,139046.89,17,163,117746.91,143108.00,143594.56,157754.15,17,163,10.28495%,13.08764%,13.08764%,13.76640%,,,,
ADM-L4,ADM,L,4,L4,17,181,131062.51,156161.63,155443.29,180820.37,16,137,151630.84,182741.53,186670.48,219197.06,16,137,16.29311%,18.14000%,17.58000%,22.67000%,,,,
ADM-L5,ADM,L,5,L5,8,22,169667.48,185274.53,184107.30,237002.66,8,20,200100.75,221087.20,218655.24,302425.59,8,20,17.14819%,21.19000%,22.34000%,29.73000%,,,,
ADM-O1,ADM,O,1,O1,16,226,22833.53,28284.87,28361.24,30998.43,,,,,,,,,,,,,,,,
ADM-O2,ADM,O,2,O2,17,172,28563.73,32630.69,32480.59,35143.70,,,,,,,,,,,,,,,,
ADM-O3,ADM,O,3,O3,17,179,29425.77,34333.59,35044.29,38307.03,5,38,30952.93,35538.68,35702.16,40474.26,5,38,3.52690%,4.14980%,4.16890%,5.46690%,,,,
ADM-O4,ADM,O,4,O4,15,184,35132.42,41611.09,41527.87,46247.65,,,,,,,,,,,,,,,,
ADM-O5,ADM,O,5,O5,10,122,42764.2439,47458.4585,46784.55,53772.3126,,,,,,,,,,,,,,,,
ADM-P1,ADM,P,1,P1,17,151,45508.84,56352.81,54921.45,61220.20,10,82,47382.38,59056.33,58879.16,64802.96,10,82,4.02470%,4.60810%,4.63110%,5.96560%,,,,
ADM-P2,ADM,P,2,P2,16,218,58918.05,67826.85,67894.68,83995.96,10,128,62714.48,72744.46,71020.42,92689.12,10,128,5.25440%,6.37510%,6.36870%,9.07500%,,,,
ADM-P3,ADM,P,3,P3,18,254,67312.41,84896.91,86093.96,98555.53,14,149,70806.57,90304.73,87703.96,106065.18,14,149,5.59310%,6.77790%,6.86470%,8.27780%,,,,
ADM-P4,ADM,P,4,P4,19,245,90192.28,105643.26,102917.66,121760.61,16,183,98530.48,115663.44,116854.77,138572.21,16,183,9.13530%,10.43790%,10.53180%,14.43350%,,,,
ADM-P5,ADM,P,5,P5,15,186,121634.29,139780.68,140241.95,156830.14,12,142,135995.43,158704.91,156483.04,188818.01,12,142,11.56555%,13.80297%,13.92168%,19.55332%,,,,
ADM-T1,ADM,T,1,T1,14,138,36382.44,43593.19,42686.45,51015.59,10,67,37371.51,45447.97,44829.88,53364.94,8,80,2.96298%,4.04868%,3.94292%,4.70925%,,,,
ADM-T2,ADM,T,2,T2,15,204,43042.99,53670.26,52156.75,65569.73,8,117,45015.76,56085.35,54986.08,70086.78,8,121,4.42999%,4.89863%,4.92810%,7.53134%,,,,
ADM-T3,ADM,T,3,T3,17,204,49811.62,73807.14,72869.79,73011.99,13,132,52519.07,78677.20,78504.11,78538.60,14,122,4.52538%,6.03640%,5.26866%,6.23401%,,,,
ADM-T4,ADM,T,4,T4,18,188,73196.99,87423.65,89154.64,91809.39,13,148,78316.02,94307.09,93571.49,103275.35,13,155,7.31635%,8.17020%,7.35991%,11.96471%,,,,
ADM-T5,ADM,T,5,T5,12,172,77867.35,99916.36,101145.33,108683.07,10,112,85881.83,110432.82,109240.15,128925.63,10,140,10.07395%,10.58013%,11.08139%,16.72614%,,,,
ADN-A1,ADN,A,1,A1,47,577,28892.91,31981.24,30919.47,38564.82,11,115,29719.67,33174.62,32219.19,40496.19,10,103,3.12762%,3.57731%,3.65759%,4.76238%,,,,
ADN-A2,ADN,A,2,A2,44,346,35344.28,38901.21,39325.24,40467.81,11,86,36532.16,40441.55,40708.46,42866.91,11,80,3.63494%,4.16888%,4.54872%,5.72462%,,,,
ADN-A3,ADN,A,3,A3,44,476,36962.53,42687.86,42175.60,50528.89,13,115,38475.12,44524.40,43611.65,53565.60,14,131,3.96841%,4.70140%,4.68788%,6.45319%,,,,
ADN-A4,ADN,A,4,A4,38,506,43877.25,55215.99,55282.25,56558.81,10,102,45640.51,57737.58,57200.62,60238.04,10,104,4.37520%,4.82236%,5.20766%,6.51947%,,,,
ADN-A5,ADN,A,5,A5,30,381,51419.80,57469.66,58015.62,59624.81,9,87,53701.97,60514.97,59516.48,63630.81,9,92,4.29903%,5.25642%,5.14126%,7.27286%,,,,
ADN-L1,ADN,L,1,L1,34,361,68095.69,82233.65,79955.78,90543.48,27,247,72148.12,88414.03,87043.61,98826.94,27,247,6.27882%,7.16273%,7.29170%,8.49215%,,,,
ADN-L2,ADN,L,2,L2,39,408,89810.68,104721.58,103653.42,119973.16,34,341,96076.23,113736.01,111836.62,132717.84,34,341,7.18922%,8.47590%,8.55897%,11.09409%,,,,
ADN-L3,ADN,L,3,L3,44,473,94862.41,131806.05,128273.65,133145.23,41,342,105517.68,147613.46,147510.13,156528.75,41,342,10.40919%,12.16988%,11.98824%,16.23288%,,,,
ADN-L4,ADN,L,4,L4,42,509,134309.35,156534.67,159320.99,167582.12,38,374,153046.19,184429.54,183046.32,201902.83,38,374,14.38197%,17.50000%,18.29000%,22.38000%,,,,
ADN-L5,ADN,L,5,L5,20,57,159863.24,190031.31,185546.57,210811.27,19,42,188272.82,229041.77,232362.87,261108.03,19,42,16.97505%,21.48000%,20.86000%,22.93000%,,,,
ADN-O1,ADN,O,1,O1,40,529,21626.81,25892.77,25667.50,28994.79,9,101,22275.73,26624.65,26685.89,30103.49,9,101,2.62920%,3.03880%,3.02210%,4.11000%,,,,
ADN-O2,ADN,O,2,O2,41,341,25832.29,31354.52,31088.01,32016.95,11,78,26668.69,32185.32,32623.04,34218.08,11,78,2.94210%,3.66160%,3.71910%,4.83180%,,,,
ADN-O3,ADN,O,3,O3,42,479,27306.49,33980.03,33004.81,38166.23,12,112,28139.80,35262.65,34218.88,40224.13,12,112,3.40090%,4.01000%,4.00280%,5.31000%,,,,
ADN-O4,ADN,O,4,O4,35,452,33718.98,40485.64,40542.32,40398.05,10,108,34722.68,41513.89,40961.76,42578.98,10,108,3.60140%,4.12820%,4.16120%,5.42160%,,,,
ADN-O5,ADN,O,5,O5,24,293,39812.4519,47954.5327,47451.01,46358.9198,8,80,46093.12,54828.89,53370.44,53902.85,7,84,3.93777%,4.50428%,4.90647%,6.25815%,,,,
ADN-P1,ADN,P,1,P1,41,365,40707.06,53672.63,52244.94,60541.24,24,208,42138.51,56142.50,54980.35,63924.58,24,208,3.70270%,4.49520%,4.57160%,5.49670%,,,,
ADN-P2,ADN,P,2,P2,40,557,59365.16,66986.39,65177.75,78477.87,25,335,62960.66,71481.02,70716.17,84735.73,25,335,5.05290%,6.06590%,6.16660%,7.33670%,,,,
ADN-P3,ADN,P,3,P3,44,539,65713.86,74256.21,72993.85,87815.13,33,339,68941.71,78672.63,76808.09,94194.04,33,339,5.32290%,6.38080%,6.44140%,7.78900%,,,,
ADN-P4,ADN,P,4,P4,45,496,85775.53,105844.19,104214.19,116335.98,38,357,92254.38,117092.78,118521.31,130635.93,38,357,8.09220%,10.34810%,10.38640%,13.15350%,,,,
ADN-P5,ADN,P,5,P5,35,368,122693.86,131685.95,133187.17,149195.26,30,314,135660.27,158779.47,162018.57,177549.61,30,314,11.09696%,13.12158%,13.06646%,18.31119%,,,,
ADN-T1,ADN,T,1,T1,33,357,35375.69,49204.82,48525.79,49860.62,21,175,36422.13,50908.68,49417.06,51890.17,23,161,2.86996%,3.63167%,3.52196%,4.40286%,,,,
ADN-T2,ADN,T,2,T2,32,444,49090.53,55249.98,54028.96,60692.09,22,269,51059.04,57967.71,57254.71,64636.12,24,285,4.00796%,4.76598%,5.36741%,6.40934%,,,,
ADN-T3,ADN,T,3,T3,42,438,47720.27,61776.66,61455.42,74224.32,27,263,49969.07,65182.68,65339.12,79898.93,32,268,4.00868%,4.98596%,5.68454%,6.35037%,,,,
ADN-T4,ADN,T,4,T4,39,484,61855.27,84669.26,84406.79,81716.54,33,315,65858.11,91546.89,89624.41,89906.17,34,309,6.32800%,7.52197%,8.23884%,10.01987%,,,,
ADN-T5,ADN,T,5,T5,33,291,88969.38,102393.65,103519.98,127539.73,24,267,96706.16,112578.36,109887.74,146136.35,28,256,8.13313%,9.67630%,10.39295%,14.14545%,,,,
ADO-A1,ADO,A,1,A1,20,286,30494.85,42095.87,42794.66,42758.29,,,,,,,,,,,,,,,,
ADO-A2,ADO,A,2,A2,18,194,39606.38,44483.10,45363.87,50590.30,5,40,41202.58,46871.39,46458.92,54016.64,6,43,3.92306%,5.18742%,5.22606%,7.21808%,,,,
ADO-A3,ADO,A,3,A3,21,200,43534.12,55694.41,56245.79,57558.80,5,42,45574.12,58796.43,58155.55,61758.15,5,50,4.81007%,5.65051%,5.62276%,7.89500%,,,,
ADO-A4,ADO,A,4,A4,18,171,52842.66,62075.85,61790.30,72333.48,,,,,,,,,,,,,,,,
ADO-A5,ADO,A,5,A5,16,141,64221.93,63669.54,63319.36,86371.19,,,,,,,,,,,,,,,,
ADO-L1,ADO,L,1,L1,15,155,81487.59,95483.06,96332.86,101679.12,12,108,86685.88,103420.16,101103.54,112565.23,12,108,6.64114%,8.48928%,8.63440%,10.73215%,,,,
ADO-L2,ADO,L,2,L2,17,193,102932.44,117711.79,114274.61,137633.71,15,163,110871.43,129646.78,128220.66,155736.95,15,163,8.09914%,9.67176%,9.79164%,12.58201%,,,,
ADO-L3,ADO,L,3,L3,19,215,122235.28,140058.90,136095.24,161408.82,18,202,136585.22,160814.21,162116.81,188365.20,18,202,11.09327%,14.28264%,13.91936%,15.61148%,,,,
ADO-L4,ADO,L,4,L4,18,191,162913.91,180921.28,184449.25,172589.88,16,165,188913.72,215970.56,212104.68,215019.49,16,165,17.02500%,20.14000%,20.78000%,23.36000%,,,,
ADO-L5,ADO,L,5,L5,8,21,187937.97,232199.94,233198.40,210186.13,8,17,220381.25,287608.19,287464.38,265392.84,8,17,18.54217%,23.10000%,24.08000%,26.69000%,,,,
